user_id,education_level,field_of_study,percentage,has_ehr,has_hl7_fhir,has_medical_imaging,has_healthcare_security,has_telemedicine,has_iot_sensors,has_drone_ops,has_precision_ag,has_crop_modeling,has_soil_analysis,has_gis,has_smart_grid,has_traffic_mgmt,has_urban_iot,has_building_auto,num_courses,avg_course_grade,courses_names,num_projects,avg_project_complexity,num_certifications,certification_names,has_communication,has_teamwork,has_problem_solving,has_leadership,target_sector,target_role,skill_gap_score,time_to_ready_months,top_missing_skill
U0411,4,Electrical Engineering,63.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,60.81,Data Mining; IoT Systems; Computer Vision; Advanced Algorithms; Database Systems; Big Data Analytics; Software Engineering; Operating Systems; Data Structures; AI Fundamentals,3,2.08,4,TensorFlow Developer; TOGAF; Advanced Analytics Certification; AWS Solutions Architect,1,0,1,0,Healthcare,Medical Imaging Specialist,34,9,DICOM Standards
U0412,4,Public Health,82.22,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,11,79.47,Mobile Development; Big Data Analytics; Web Development; Database Systems; Distributed Systems; Cloud Architecture; IoT Systems; Deep Learning; Network Security; Operating Systems; Statistics,3,2.95,3,TensorFlow Developer; AWS Solutions Architect; CompTIA Security+,1,1,0,0,Agriculture,AgriTech Product Manager,10,1,Market Analysis
U0413,2,Public Health,75.12,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6,68.32,Deep Learning; Mobile Development; IoT Systems; Statistics; Data Mining; Big Data Analytics,6,2.86,4,Certified Ethical Hacker; Cisco CCNA; Google Cloud Professional; CISSP,1,0,0,0,Agriculture,Farm Automation Engineer,29,11,Sensor Integration
U0414,3,Mechanical Engineering,94.34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,95.24,IoT Systems; Software Engineering; Mobile Development; Operating Systems; Deep Learning; Advanced Algorithms; Data Structures; Statistics,2,2.52,7,Azure Fundamentals; Certified Analytics Professional; CompTIA Security+; Cisco CCNA; Power BI Data Analyst; Google Cloud Professional; Scrum Master,1,0,0,0,Urban,Smart Grid Engineer,0,1,Demand Response
U0415,4,Agriculture,68.96,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,67.02,Web Development; AI Fundamentals; Computer Vision; Database Systems; Deep Learning; Distributed Systems; Network Security; Statistics; Mobile Development; Data Structures; Machine Learning; Advanced Algorithms,9,1.5,1,CISSP,0,1,1,1,Agriculture,AgriTech Product Manager,9,2,Market Analysis
U0416,3,Electrical Engineering,63.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,64.99,Software Engineering; Database Systems; IoT Systems; Web Development; Statistics; Big Data Analytics,6,2.38,3,Google Cloud Professional; Cisco CCNA; Certified Analytics Professional,1,1,0,0,Healthcare,Medical Imaging Specialist,8,2,3D Reconstruction
U0417,3,Civil Engineering,67.97,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,68.33,Operating Systems; Data Structures; Statistics; Data Mining,10,1.12,6,AWS Solutions Architect; Certified Analytics Professional; Advanced Analytics Certification; Product Owner Certification; Power BI Data Analyst; CompTIA Security+,1,1,1,0,Agriculture,Drone Operations Specialist,32,5,Flight Planning
U0418,4,Data Science,79.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,81.07,Operating Systems; Web Development; Software Engineering; Deep Learning; Statistics; Network Security,4,2.3,2,CompTIA Security+; Cisco CCNA,1,1,0,1,Urban,Energy Systems Engineer,39,11,Power Systems
U0419,4,Electrical Engineering,60.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,63.05,IoT Systems; Natural Language Processing; Software Engineering; Advanced Algorithms; Data Structures; Operating Systems,7,2.79,3,PMP; Certified Ethical Hacker; CISSP,1,0,0,0,Agriculture,AgriTech Product Manager,25,3,Agribusiness
U0420,4,Statistics,93.06,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,85.51,Web Development; Database Systems; Advanced Algorithms; Network Security; Machine Learning; Computer Vision; Natural Language Processing,3,2.67,7,AWS Solutions Architect; Data Science Council Certified; Certified Analytics Professional; Tableau Desktop Specialist; TensorFlow Developer; CISSP; PMP,0,1,1,1,Healthcare,Healthcare IT Manager,0,1,Budget Planning
U0421,2,Software Engineering,86.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,88.09,Network Security; IoT Systems; Operating Systems; Advanced Algorithms; AI Fundamentals; Data Mining; Data Structures; Web Development; Distributed Systems; Database Systems,6,2.02,8,AWS Solutions Architect; Advanced Analytics Certification; PMP; Power BI Data Analyst; Data Science Council Certified; Certified Analytics Professional; Azure Fundamentals; CompTIA Security+,1,1,0,1,Urban,Energy Systems Engineer,24,4,Smart Grid Technology
U0422,4,Electrical Engineering,68.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,62.31,Machine Learning; Cloud Architecture; Deep Learning; Natural Language Processing; Computer Vision; Network Security,9,2.52,1,PMP,1,1,1,0,Urban,Energy Systems Engineer,8,1,Energy Management
U0423,3,Information Technology,66.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64.48,Network Security; Web Development; IoT Systems; Machine Learning; Data Structures; Statistics; Distributed Systems,2,2.78,1,Certified Ethical Hacker,1,0,1,0,Urban,Urban IoT Developer,25,6,City APIs
U0424,2,Data Science,60.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,64.73,Machine Learning; Mobile Development; Statistics; Deep Learning; Software Engineering,6,1.26,6,CISSP; TensorFlow Developer; Scrum Master; Tableau Desktop Specialist; TOGAF; Advanced Analytics Certification,0,0,0,0,Healthcare,Medical Imaging Specialist,12,7,DICOM Standards
U0425,2,Mathematics,62.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,65.6,Software Engineering; Deep Learning; Natural Language Processing; Web Development; Data Structures; Computer Vision; Distributed Systems; Advanced Algorithms,7,2.32,7,Azure Fundamentals; PMP; Google Cloud Professional; AWS Solutions Architect; Data Science Council Certified; Cisco CCNA; Certified Analytics Professional,0,0,1,1,Healthcare,Population Health Analyst,5,1,Public Health Data
U0426,2,Statistics,76.83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,73.43,Web Development; Deep Learning; IoT Systems; Natural Language Processing; Software Engineering; Computer Vision; Cloud Architecture; Distributed Systems; Database Systems; Big Data Analytics; Statistics,3,2.34,6,Advanced Analytics Certification; Product Owner Certification; Azure Fundamentals; Power BI Data Analyst; CompTIA Security+; PMP,0,0,0,0,Agriculture,Crop Analytics Engineer,7,3,Agricultural Statistics
U0427,3,Data Science,64.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,61.68,Deep Learning; Advanced Algorithms; Cloud Architecture; Database Systems; Data Structures; Machine Learning; AI Fundamentals; Network Security; Distributed Systems; Web Development; Computer Vision,10,2.05,4,Advanced Analytics Certification; CompTIA Security+; TensorFlow Developer; Google Cloud Professional,0,0,0,0,Urban,GIS Specialist,50,11,Remote Sensing
U0428,4,Statistics,74.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,71.86,Cloud Architecture; Mobile Development; Machine Learning; Computer Vision; Big Data Analytics; Network Security; Web Development; IoT Systems; Software Engineering; AI Fundamentals,3,1.12,7,Certified Ethical Hacker; Advanced Analytics Certification; Scrum Master; Certified Analytics Professional; Google Cloud Professional; CISSP; PMP,0,1,1,0,Healthcare,Telemedicine Developer,30,9,Real-time Systems
U0429,2,Environmental Engineering,62.47,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,65.02,IoT Systems; Machine Learning; AI Fundamentals; Mobile Development; Web Development,3,2.54,8,Scrum Master; Data Science Council Certified; Certified Ethical Hacker; Certified Analytics Professional; Azure Fundamentals; Product Owner Certification; TOGAF; Advanced Analytics Certification,0,0,1,1,Agriculture,Precision Agriculture Specialist,33,8,GPS Systems
U0430,2,Agricultural Engineering,89.33,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4,94.29,Network Security; Database Systems; Statistics; Operating Systems,8,1.11,2,Product Owner Certification; Advanced Analytics Certification,1,1,1,1,Agriculture,Farm Automation Engineer,2,1,Automation Systems
U0431,3,Data Science,60.45,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,63.06,Big Data Analytics; Data Structures; Deep Learning; Natural Language Processing; Machine Learning; Mobile Development; Data Mining; Operating Systems; IoT Systems; Statistics,3,1.23,4,Tableau Desktop Specialist; Certified Analytics Professional; TensorFlow Developer; PMP,0,1,1,1,Urban,Urban Planning Data Analyst,29,4,Urban Indicators
U0432,4,Mechanical Engineering,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65.8,Machine Learning; Software Engineering; Web Development; Network Security; Operating Systems; IoT Systems; Distributed Systems,7,2.95,4,Product Owner Certification; Data Science Council Certified; Power BI Data Analyst; AWS Solutions Architect,1,1,1,0,Agriculture,Soil Science Data Analyst,32,9,Lab Protocols
U0433,2,Mechanical Engineering,86.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,85.05,Database Systems; IoT Systems; Mobile Development; AI Fundamentals; Software Engineering; Network Security; Data Mining; Natural Language Processing; Advanced Algorithms; Distributed Systems; Big Data Analytics; Computer Vision,8,1.4,6,Cisco CCNA; Data Science Council Certified; TensorFlow Developer; CompTIA Security+; Power BI Data Analyst; Google Cloud Professional,0,1,0,0,Urban,Building Automation Engineer,0,1,HVAC Control
U0434,2,Statistics,70.87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,71.54,Data Structures; Web Development; Cloud Architecture; IoT Systems,10,1.71,3,Power BI Data Analyst; CISSP; Certified Analytics Professional,1,0,1,0,Urban,GIS Specialist,37,9,Spatial Statistics
U0435,3,Computer Science,68.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,61.98,Mobile Development; Database Systems; Machine Learning; Statistics; Operating Systems; Natural Language Processing,8,2.11,4,Certified Analytics Professional; CompTIA Security+; Advanced Analytics Certification; Product Owner Certification,1,1,1,1,Healthcare,Telemedicine Developer,28,6,Remote Monitoring
U0436,3,Agricultural Engineering,72.96,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,64.41,Deep Learning; Statistics; IoT Systems; AI Fundamentals; Data Structures,5,2.44,4,Data Science Council Certified; Product Owner Certification; TOGAF; Certified Analytics Professional,0,1,1,1,Healthcare,Healthcare Security Analyst,3,3,Threat Detection
U0437,4,Agricultural Engineering,62.26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,66.93,Web Development; Big Data Analytics; Machine Learning; Statistics,8,2.41,3,Power BI Data Analyst; PMP; Cisco CCNA,1,1,1,1,Healthcare,Healthcare ML Engineer,4,3,Medical Data Standards
U0438,2,Statistics,87.94,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,86.75,Computer Vision; Big Data Analytics; Deep Learning; Operating Systems; Network Security; Natural Language Processing; Software Engineering; AI Fundamentals,5,2.96,3,CompTIA Security+; AWS Solutions Architect; Cisco CCNA,1,0,1,0,Urban,Smart Grid Engineer,25,3,Microgrid Design
U0439,2,Agricultural Engineering,80.09,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7,75.42,Operating Systems; Web Development; Statistics; Computer Vision; Deep Learning; Cloud Architecture; Advanced Algorithms,5,1.45,2,Cisco CCNA; Data Science Council Certified,0,1,0,0,Urban,Smart Grid Engineer,5,1,Demand Response
U0440,4,Computer Science,83.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,85.89,Big Data Analytics; Network Security; Computer Vision,4,1.38,8,CompTIA Security+; PMP; Advanced Analytics Certification; Azure Fundamentals; Cisco CCNA; Google Cloud Professional; TOGAF; Data Science Council Certified,0,1,0,0,Healthcare,Healthcare IT Manager,20,5,Healthcare Operations
U0441,3,Computer Science,81.77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,79.55,AI Fundamentals; Statistics; Advanced Algorithms; Cloud Architecture; Mobile Development; Distributed Systems; Database Systems; IoT Systems; Web Development; Deep Learning; Data Structures; Data Mining,10,1.13,6,Certified Ethical Hacker; Scrum Master; Certified Analytics Professional; TensorFlow Developer; CISSP; PMP,0,1,0,1,Urban,Energy Systems Engineer,2,2,Smart Grid Technology
U0442,4,Agriculture,86.41,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,78.44,Advanced Algorithms; Mobile Development; Operating Systems; Data Structures; Big Data Analytics; Software Engineering; Data Mining; Database Systems,2,1.98,6,TensorFlow Developer; Power BI Data Analyst; Certified Ethical Hacker; Scrum Master; Advanced Analytics Certification; Data Science Council Certified,0,0,0,0,Urban,Energy Systems Engineer,30,8,Power Systems
U0443,3,Statistics,86.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,76.96,Operating Systems; Deep Learning; Natural Language Processing; Distributed Systems; Web Development; Statistics; IoT Systems; Network Security; Machine Learning; AI Fundamentals; Data Mining,9,2.9,6,Google Cloud Professional; PMP; Scrum Master; CISSP; TOGAF; Cisco CCNA,0,0,1,0,Urban,Urban IoT Developer,0,1,Smart Infrastructure
U0444,4,Data Science,92.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,84.48,Database Systems; Web Development; Operating Systems; Mobile Development; AI Fundamentals,6,1.82,1,Certified Analytics Professional,1,1,1,0,Healthcare,Clinical Data Analyst,0,2,Clinical Trials
U0445,3,Electrical Engineering,81.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,72.73,Statistics; Computer Vision; Distributed Systems; IoT Systems,4,2.89,5,Power BI Data Analyst; TOGAF; Product Owner Certification; Certified Ethical Hacker; Certified Analytics Professional,1,0,0,1,Urban,Smart Grid Engineer,22,4,Grid Stability
U0446,2,Data Science,79.42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,69.99,Data Structures; Distributed Systems; Computer Vision; Deep Learning; AI Fundamentals; Advanced Algorithms,7,1.88,3,Data Science Council Certified; Azure Fundamentals; Cisco CCNA,0,0,1,0,Agriculture,Crop Analytics Engineer,45,8,Climate Data
U0447,4,Computer Science,93.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,85.5,Mobile Development; Deep Learning; Computer Vision; Database Systems; Natural Language Processing; IoT Systems; AI Fundamentals; Distributed Systems; Operating Systems,9,1.05,2,Scrum Master; TOGAF,0,0,1,0,Agriculture,Agricultural IoT Developer,13,2,Edge Computing
U0448,2,Mathematics,62.28,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,62.78,Big Data Analytics; Data Mining; Data Structures,3,2.71,1,Google Cloud Professional,0,1,1,1,Urban,Smart City Solutions Architect,4,3,Urban Planning
U0449,4,Statistics,73.54,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10,71.59,Network Security; Database Systems; Cloud Architecture; Mobile Development; IoT Systems; Big Data Analytics; Computer Vision; Advanced Algorithms; Deep Learning; Data Structures,7,2.48,5,Certified Ethical Hacker; Azure Fundamentals; Scrum Master; PMP; Tableau Desktop Specialist,0,1,0,1,Urban,Traffic Management Specialist,2,1,Traffic Modeling
U0450,2,Agricultural Engineering,74.74,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,9,66.74,Deep Learning; Advanced Algorithms; Database Systems; Natural Language Processing; Network Security; AI Fundamentals; Mobile Development; Operating Systems; IoT Systems,7,2.8,6,TOGAF; PMP; TensorFlow Developer; Google Cloud Professional; Scrum Master; Azure Fundamentals,1,1,1,0,Agriculture,Smart Farming Consultant,0,1,Farm Economics
U0451,2,Software Engineering,71.82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65.92,Big Data Analytics; Cloud Architecture; Data Structures; Advanced Algorithms; Computer Vision,8,1.63,4,Certified Ethical Hacker; TensorFlow Developer; CompTIA Security+; TOGAF,0,0,0,0,Healthcare,Population Health Analyst,3,2,Public Health Data
U0452,2,Computer Science,92.21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,94.82,Network Security; IoT Systems; Software Engineering; Statistics; Distributed Systems; Big Data Analytics; Computer Vision,6,1.61,3,Certified Ethical Hacker; CompTIA Security+; PMP,0,1,0,1,Healthcare,Healthcare Security Analyst,10,1,PHI Protection
U0453,4,Electrical Engineering,84.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,79.84,Distributed Systems; Machine Learning; Network Security; Software Engineering; Mobile Development; Statistics; Computer Vision; Database Systems; Natural Language Processing; Deep Learning,7,2.77,6,Google Cloud Professional; CompTIA Security+; Advanced Analytics Certification; TOGAF; Certified Ethical Hacker; Cisco CCNA,1,0,0,0,Healthcare,Medical Imaging Specialist,24,8,Medical Image Processing
U0454,4,Environmental Engineering,70.23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,6,67.93,Deep Learning; Machine Learning; Statistics; IoT Systems; Software Engineering; Computer Vision,2,2.3,5,Product Owner Certification; Data Science Council Certified; PMP; CompTIA Security+; AWS Solutions Architect,1,1,0,1,Healthcare,Healthcare Security Analyst,2,2,Security Auditing
U0455,4,Computer Science,64.57,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,66.67,IoT Systems; Network Security; Deep Learning; Operating Systems; Advanced Algorithms; Natural Language Processing; Distributed Systems,4,2.89,5,PMP; TensorFlow Developer; Certified Ethical Hacker; Data Science Council Certified; Azure Fundamentals,1,0,1,0,Urban,Smart City Solutions Architect,12,4,Integration Architecture
U0456,2,Public Health,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68.21,Machine Learning; Big Data Analytics; IoT Systems; Computer Vision,4,2.17,8,Cisco CCNA; CISSP; TOGAF; Azure Fundamentals; AWS Solutions Architect; Tableau Desktop Specialist; Google Cloud Professional; TensorFlow Developer,0,0,0,0,Healthcare,Clinical Data Analyst,33,7,Healthcare Analytics
U0457,2,Agricultural Engineering,87.71,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,88.33,Statistics; Distributed Systems; Big Data Analytics; Mobile Development; Network Security; IoT Systems,2,1.89,1,Google Cloud Professional,0,0,1,0,Healthcare,Clinical Data Analyst,22,4,Healthcare Analytics
U0458,4,Statistics,94.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,93.58,Big Data Analytics; Mobile Development; Operating Systems; Natural Language Processing; AI Fundamentals; Advanced Algorithms; Cloud Architecture; Distributed Systems; Software Engineering,10,1.01,5,CompTIA Security+; Google Cloud Professional; AWS Solutions Architect; Azure Fundamentals; Scrum Master,1,0,1,0,Urban,Energy Systems Engineer,21,3,Energy Management
U0459,4,Public Health,91.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,88.21,Statistics; Network Security; Big Data Analytics; Mobile Development; Data Structures; Database Systems; Distributed Systems; Web Development,5,1.46,3,Azure Fundamentals; Tableau Desktop Specialist; PMP,1,1,1,1,Agriculture,AgriTech Product Manager,13,2,Product Strategy
U0460,3,Civil Engineering,75.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,71.32,Operating Systems; Distributed Systems; Cloud Architecture; Natural Language Processing; AI Fundamentals; Data Mining; Machine Learning; Advanced Algorithms; Database Systems,4,1.54,4,AWS Solutions Architect; TensorFlow Developer; PMP; Google Cloud Professional,1,1,0,0,Healthcare,Population Health Analyst,5,2,Health Outcomes
U0461,3,Statistics,85.33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,85.92,Mobile Development; Cloud Architecture; Database Systems; Statistics; Data Structures; AI Fundamentals; Advanced Algorithms; Deep Learning,2,2.91,3,Cisco CCNA; TOGAF; Advanced Analytics Certification,1,0,0,1,Agriculture,Soil Science Data Analyst,21,4,Soil Chemistry
U0462,3,Agriculture,73.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,66.76,IoT Systems; Database Systems; Big Data Analytics; Statistics; Data Structures; Cloud Architecture; Web Development; Distributed Systems; Mobile Development,7,2.4,6,Scrum Master; Advanced Analytics Certification; Certified Analytics Professional; Data Science Council Certified; CISSP; TensorFlow Developer,1,0,1,0,Urban,Urban IoT Developer,0,1,City APIs
U0463,3,Public Health,65.19,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,7,67.25,Network Security; Data Mining; Statistics; Database Systems; AI Fundamentals; IoT Systems; Machine Learning,7,1.71,8,Certified Ethical Hacker; Product Owner Certification; CompTIA Security+; Scrum Master; Data Science Council Certified; TOGAF; TensorFlow Developer; CISSP,0,0,1,0,Agriculture,Farm Automation Engineer,6,2,Robotics
U0464,4,Software Engineering,78.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,70.48,Machine Learning; Big Data Analytics; Operating Systems; Computer Vision; Distributed Systems; Database Systems,4,1.89,7,CompTIA Security+; Data Science Council Certified; Power BI Data Analyst; Advanced Analytics Certification; Azure Fundamentals; Certified Ethical Hacker; Scrum Master,1,0,1,1,Urban,GIS Specialist,35,10,GIS Software
U0465,2,Statistics,64.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,65.23,Operating Systems; IoT Systems; Data Structures; Distributed Systems; Statistics; Mobile Development; Deep Learning; Machine Learning; Natural Language Processing,6,1.65,1,Advanced Analytics Certification,0,0,1,0,Healthcare,Medical Imaging Specialist,44,9,DICOM Standards
U0466,2,Information Technology,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63.54,Computer Vision; Statistics; Data Structures; Data Mining; Web Development; Advanced Algorithms; IoT Systems; Operating Systems; Big Data Analytics,10,2.65,8,CompTIA Security+; CISSP; Power BI Data Analyst; Certified Analytics Professional; Certified Ethical Hacker; TensorFlow Developer; Tableau Desktop Specialist; AWS Solutions Architect,0,0,0,1,Urban,Urban IoT Developer,30,6,Urban Sensor Networks
U0467,2,Computer Science,67.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,66.24,Operating Systems; Natural Language Processing; Computer Vision; Data Mining; AI Fundamentals; Mobile Development; Machine Learning,5,1.46,8,AWS Solutions Architect; Tableau Desktop Specialist; TensorFlow Developer; Azure Fundamentals; TOGAF; CompTIA Security+; Product Owner Certification; Google Cloud Professional,1,0,0,0,Healthcare,Healthcare IT Manager,27,4,Vendor Management
U0468,4,Agriculture,81.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,76.71,Web Development; Data Structures; AI Fundamentals; Mobile Development; Database Systems; Machine Learning,9,2.21,7,PMP; CompTIA Security+; Azure Fundamentals; AWS Solutions Architect; Advanced Analytics Certification; Data Science Council Certified; CISSP,0,1,0,1,Agriculture,Drone Operations Specialist,9,2,Flight Planning
U0469,3,Civil Engineering,61.9,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6,63.45,Data Structures; IoT Systems; Software Engineering; Big Data Analytics; Mobile Development; Statistics,4,2.84,8,TOGAF; Scrum Master; Azure Fundamentals; Advanced Analytics Certification; Data Science Council Certified; AWS Solutions Architect; Tableau Desktop Specialist; Certified Analytics Professional,0,0,1,0,Urban,Traffic Management Specialist,3,1,Transportation Planning
U0470,3,Civil Engineering,73.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,77.91,Network Security; Computer Vision; Web Development; Operating Systems; IoT Systems; Machine Learning,6,2.54,2,TOGAF; Certified Ethical Hacker,1,1,0,0,Urban,Urban IoT Developer,29,6,City APIs
U0471,4,Agriculture,93.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,93.75,Web Development; Big Data Analytics; Machine Learning; Statistics; Data Mining; Network Security; Operating Systems; Computer Vision; AI Fundamentals; Software Engineering; Advanced Algorithms; Natural Language Processing,2,1.07,7,Data Science Council Certified; Certified Analytics Professional; Google Cloud Professional; AWS Solutions Architect; TOGAF; TensorFlow Developer; Cisco CCNA,0,1,1,1,Healthcare,EHR Integration Specialist,15,4,API Integration
U0472,2,Public Health,69.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,68.02,Statistics; Database Systems; Data Mining; Mobile Development; Distributed Systems; Deep Learning; Big Data Analytics; Software Engineering; Natural Language Processing,9,2.09,6,Certified Ethical Hacker; Cisco CCNA; Tableau Desktop Specialist; TensorFlow Developer; CompTIA Security+; PMP,0,1,1,1,Urban,GIS Specialist,47,7,GIS Software
U0473,3,Public Health,70.24,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8,74.11,Software Engineering; Big Data Analytics; Distributed Systems; Data Mining; Deep Learning; Web Development; IoT Systems; Computer Vision,7,2.08,3,PMP; Power BI Data Analyst; Azure Fundamentals,1,0,0,0,Urban,Urban Planning Data Analyst,6,1,SQL for Urban Data
U0474,4,Computer Science,68.92,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,67.63,Data Structures; Deep Learning; Big Data Analytics; Database Systems; Mobile Development; Distributed Systems; Network Security; Advanced Algorithms,3,1.45,8,Certified Ethical Hacker; PMP; Tableau Desktop Specialist; AWS Solutions Architect; Power BI Data Analyst; Product Owner Certification; Azure Fundamentals; Scrum Master,0,0,1,0,Urban,Urban IoT Developer,33,5,Smart Infrastructure
U0475,3,Electrical Engineering,88.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81.67,Computer Vision; Big Data Analytics; Web Development; Software Engineering; Data Mining; Advanced Algorithms,7,2.32,1,TOGAF,1,1,1,0,Urban,Energy Systems Engineer,22,5,Smart Grid Technology
U0476,3,Agricultural Engineering,81.67,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,84.59,Data Structures; Natural Language Processing; AI Fundamentals; Operating Systems; Network Security; Mobile Development; Statistics; Distributed Systems; IoT Systems; Database Systems,2,1.76,8,Google Cloud Professional; TensorFlow Developer; Certified Ethical Hacker; Product Owner Certification; Azure Fundamentals; Power BI Data Analyst; CISSP; Tableau Desktop Specialist,1,1,1,0,Agriculture,AgriTech Product Manager,5,1,Product Strategy
U0477,4,Civil Engineering,61.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,60.43,Distributed Systems; Software Engineering; Web Development; Data Structures; Statistics; Deep Learning; IoT Systems; Network Security; Machine Learning; Cloud Architecture,3,2.4,8,CompTIA Security+; Data Science Council Certified; Certified Ethical Hacker; Certified Analytics Professional; Google Cloud Professional; AWS Solutions Architect; TensorFlow Developer; TOGAF,1,1,0,0,Agriculture,Smart Farming Consultant,18,3,Extension Services
U0478,2,Software Engineering,76.88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,79.86,Big Data Analytics; Statistics; Database Systems; Software Engineering; Data Structures; Network Security; Data Mining; Natural Language Processing,4,1.28,1,Data Science Council Certified,1,1,1,0,Healthcare,Healthcare ML Engineer,15,3,Clinical NLP
U0479,4,Mechanical Engineering,91.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,82.73,Network Security; Statistics; Data Structures; Database Systems,4,1.24,3,Google Cloud Professional; CompTIA Security+; Cisco CCNA,0,1,1,1,Agriculture,Farm Automation Engineer,25,8,Sensor Integration
U0480,3,Data Science,93.98,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,84.15,Data Mining; Deep Learning; Machine Learning; AI Fundamentals; Web Development; IoT Systems; Cloud Architecture; Mobile Development; Software Engineering,2,1.61,3,Cisco CCNA; Scrum Master; Certified Analytics Professional,1,0,0,1,Urban,Urban IoT Developer,0,2,Urban Sensor Networks
U0481,3,Civil Engineering,67.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,66.41,Computer Vision; Distributed Systems; Database Systems; Operating Systems; Statistics; IoT Systems; Natural Language Processing; AI Fundamentals; Cloud Architecture; Advanced Algorithms,2,2.5,1,Cisco CCNA,1,0,0,1,Healthcare,Population Health Analyst,40,10,Epidemiology
